provinsi,kabkota,nama,kode_wilayah,total_pd,total_pd_laki,total_pd_perempuan,tk_pd,tk_pd_laki,tk_pd_perempuan,kb_pd,kb_pd_laki,kb_pd_perempuan,tpa_pd,tpa_pd_laki,tpa_pd_perempuan,sps_pd,sps_pd_laki,sps_pd_perempuan,pkbm_pd,pkbm_pd_laki,pkbm_pd_perempuan,skb_pd,skb_pd_laki,skb_pd_perempuan,sma_pd,sma_pd_laki,sma_pd_perempuan,smk_pd,smk_pd_laki,smk_pd_perempuan,slb_pd,slb_pd_laki,slb_pd_perempuan,sd_pd,sd_pd_laki,sd_pd_perempuan,smp_pd,smp_pd_laki,smp_pd_perempuan
Prov. Jawa Barat,Kab. Karawang,Kec. Rawamerta,022112,12316,6485,5831,146,69,77,0,0,0,0,0,0,835,402,433,303,180,123,0,0,0,1041,401,640,1323,791,532,0,0,0,5792,3122,2670,2876,1520,1356
Prov. Jawa Barat,Kab. Karawang,Kec. Lemahabang,022109,11914,5993,5921,489,241,248,0,0,0,0,0,0,803,406,397,524,305,219,0,0,0,1092,281,811,539,352,187,0,0,0,6164,3228,2936,2303,1180,1123
Prov. Jawa Barat,Kab. Karawang,Kec. Tirtamulya,022106,10784,5843,4941,0,0,0,77,52,25,0,0,0,745,394,351,908,538,370,0,0,0,61,30,31,1683,969,714,0,0,0,4668,2452,2216,2642,1408,1234
Prov. Jawa Barat,Kab. Karawang,Kec. Teluk Jambe Barat,022128,10555,5388,5167,496,243,253,0,0,0,0,0,0,468,230,238,194,106,88,0,0,0,747,270,477,541,405,136,0,0,0,5720,2926,2794,2389,1208,1181
Prov. Jawa Barat,Kab. Karawang,Kec. Cilamaya Kulon,022123,9553,5119,4434,201,109,92,252,124,128,0,0,0,806,411,395,960,641,319,0,0,0,0,0,0,300,215,85,0,0,0,5244,2641,2603,1790,978,812
Prov. Jawa Barat,Kab. Karawang,Kec. Ciampel,022102,9412,4713,4699,81,44,37,0,0,0,0,0,0,749,400,349,354,206,148,0,0,0,914,251,663,912,554,358,0,0,0,4498,2281,2217,1904,977,927
Prov. Jawa Barat,Kab. Karawang,Kec. Cibuaya,022117,9267,4931,4336,73,31,42,82,48,34,0,0,0,1673,885,788,300,171,129,0,0,0,731,310,421,482,325,157,0,0,0,4208,2254,1954,1718,907,811
Prov. Jawa Barat,Kab. Karawang,Kec. Banyusari,022124,8566,4430,4136,137,71,66,28,18,10,0,0,0,763,387,376,650,410,240,0,0,0,523,237,286,773,364,409,0,0,0,4210,2205,2005,1482,738,744
Prov. Jawa Barat,Kab. Karawang,Kec. Pangkalan,022101,8426,4406,4020,83,48,35,0,0,0,0,0,0,853,420,433,173,104,69,0,0,0,1019,422,597,720,535,185,0,0,0,4087,2106,1981,1491,771,720
Prov. Jawa Barat,Kab. Karawang,Kec. Pakisjaya,022120,8407,4303,4104,0,0,0,0,0,0,0,0,0,1770,904,866,474,272,202,0,0,0,310,145,165,969,505,464,0,0,0,3452,1730,1722,1432,747,685
Prov. Jawa Barat,Kab. Karawang,Kec. Tegalwaru,022131,7610,3824,3786,200,118,82,0,0,0,0,0,0,817,418,399,235,132,103,0,0,0,896,433,463,0,0,0,0,0,0,3847,1937,1910,1615,786,829
Prov. Jawa Barat,Kab. Karawang,Kec. Cilebar,022132,7359,3898,3461,47,26,21,120,60,60,0,0,0,1113,591,522,796,492,304,0,0,0,0,0,0,166,85,81,0,0,0,4185,2174,2011,932,470,462
Prov. Jawa Barat,Kab. Cianjur,Kec. Cianjur,020720,41432,21003,20429,1980,1029,951,1215,638,577,15,6,9,216,111,105,2471,1406,1065,0,0,0,4242,2028,2214,5329,2446,2883,210,137,73,17501,9026,8475,8253,4176,4077
Prov. Jawa Barat,Kab. Cianjur,Kec. Karang Tengah,020719,38243,19913,18330,1260,686,574,1256,649,607,0,0,0,400,208,192,2429,1389,1040,0,0,0,2401,1175,1226,6272,3442,2830,102,62,40,16024,8226,7798,8099,4076,4023
Prov. Jawa Barat,Kab. Cianjur,Kec. Cilaku,020714,32397,16976,15421,756,398,358,1605,820,785,25,14,11,110,45,65,4108,2226,1882,0,0,0,2158,1044,1114,5488,3056,2432,45,26,19,13369,6979,6390,4733,2368,2365
Prov. Jawa Barat,Kab. Cianjur,Kec. Cibeber,020712,27572,14108,13464,631,308,323,1861,974,887,0,0,0,519,261,258,2877,1576,1301,0,0,0,1737,736,1001,1639,851,788,0,0,0,13429,6881,6548,4879,2521,2358
Prov. Jawa Barat,Kab. Cianjur,Kec. Cipanas,020731,25614,13203,12411,489,257,232,993,491,502,5,3,2,228,118,110,1244,715,529,0,0,0,1099,581,518,3251,1638,1613,165,105,60,13310,6856,6454,4830,2439,2391
Prov. Jawa Barat,Kab. Cianjur,Kec. Cugenang,020721,25319,13306,12013,759,410,349,994,504,490,0,0,0,105,52,53,3128,1643,1485,0,0,0,740,433,307,1362,684,678,0,0,0,13223,6883,6340,5008,2697,2311
Prov. Jawa Barat,Kab. Cianjur,Kec. Cikalong Kulon,020724,23930,12306,11624,285,157,128,1955,993,962,0,0,0,201,92,109,1740,938,802,0,0,0,1131,544,587,3080,1587,1493,0,0,0,11661,5971,5690,3877,2024,1853
Prov. Jawa Barat,Kab. Cianjur,Kec. Sukaluyu,020715,22491,11633,10858,109,63,46,2007,1009,998,0,0,0,169,83,86,2670,1451,1219,0,0,0,649,294,355,2971,1522,1449,0,0,0,10450,5442,5008,3466,1769,1697
Prov. Jawa Barat,Kab. Cianjur,Kec. Sukaresmi,020723,20377,10345,10032,110,56,54,895,442,453,0,0,0,1361,686,675,1602,869,733,0,0,0,1785,771,1014,109,62,47,0,0,0,10921,5629,5292,3594,1830,1764
Prov. Jawa Barat,Kab. Cianjur,Kec. Pacet,020722,20352,10808,9544,609,311,298,905,448,457,0,0,0,112,50,62,1350,806,544,0,0,0,1653,813,840,3370,1903,1467,30,15,15,9148,4688,4460,3175,1774,1401
Prov. Jawa Barat,Kab. Cianjur,Kec. Ciranjang,020717,19790,10190,9600,439,224,215,1564,815,749,0,0,0,309,155,154,1810,1036,774,375,202,173,2239,1010,1229,462,245,217,162,95,67,8610,4437,4173,3820,1971,1849
Prov. Jawa Barat,Kab. Cianjur,Kec. Bojong Picung,020725,18259,9261,8998,255,116,139,1149,561,588,0,0,0,144,77,67,1479,798,681,0,0,0,698,336,362,2916,1482,1434,0,0,0,8730,4487,4243,2888,1404,1484
Prov. Jawa Barat,Kab. Cianjur,Kec. Mande,020718,16908,8630,8278,193,95,98,804,409,395,0,0,0,413,211,202,1487,873,614,0,0,0,1106,412,694,549,257,292,0,0,0,9272,4801,4471,3084,1572,1512
Prov. Jawa Barat,Kab. Cianjur,Kec. Cidaun,020703,16719,8768,7951,426,212,214,1101,575,526,0,0,0,329,172,157,1733,945,788,0,0,0,779,370,409,1864,1027,837,0,0,0,7828,4027,3801,2659,1440,1219
Prov. Jawa Barat,Kab. Cianjur,Kec. Warungkondang,020713,16275,8514,7761,240,131,109,571,300,271,0,0,0,920,464,456,1507,835,672,0,0,0,0,0,0,1144,600,544,0,0,0,8886,4631,4255,3007,1553,1454
Prov. Jawa Barat,Kab. Cianjur,Kec. Sindang Barang,020702,16070,8384,7686,380,197,183,1567,837,730,0,0,0,174,92,82,3296,1843,1453,0,0,0,1222,557,665,700,362,338,6,4,2,6054,3133,2921,2671,1359,1312
Prov. Jawa Barat,Kab. Cianjur,Kec. Campaka,020711,15731,8051,7680,443,221,222,1369,676,693,0,0,0,181,87,94,2140,1130,1010,0,0,0,0,0,0,1216,643,573,0,0,0,7349,3722,3627,3033,1572,1461
Prov. Jawa Barat,Kab. Cianjur,Kec. Cibinong,020705,15614,8044,7570,467,225,242,1169,608,561,0,0,0,256,137,119,2510,1419,1091,0,0,0,1059,526,533,542,286,256,0,0,0,6899,3486,3413,2712,1357,1355
Prov. Jawa Barat,Kab. Cianjur,Kec. Pagelaran,020710,14879,7699,7180,205,98,107,1362,660,702,0,0,0,346,186,160,1554,818,736,0,0,0,1301,634,667,1491,922,569,0,0,0,6327,3250,3077,2293,1131,1162
Prov. Jawa Barat,Kab. Cianjur,Kec. Haurwangi,020732,14604,7577,7027,144,75,69,490,270,220,0,0,0,996,518,478,1280,693,587,0,0,0,591,334,257,1867,960,907,40,23,17,6741,3441,3300,2455,1263,1192
Prov. Jawa Barat,Kab. Cianjur,Kec. Gekbrong,020730,13452,6894,6558,83,43,40,1000,488,512,0,0,0,335,173,162,1490,853,637,0,0,0,771,327,444,210,125,85,0,0,0,7646,3872,3774,1917,1013,904
Prov. Jawa Barat,Kab. Cianjur,Kec. Kadupandak,020707,12931,6661,6270,40,24,16,745,382,363,0,0,0,664,322,342,2818,1469,1349,0,0,0,989,519,470,343,184,159,0,0,0,5430,2783,2647,1902,978,924
Prov. Jawa Barat,Kab. Cianjur,Kec. Takokak,020708,12465,6464,6001,627,321,306,476,245,231,0,0,0,136,68,68,2081,1079,1002,0,0,0,581,289,292,1032,577,455,0,0,0,5464,2830,2634,2068,1055,1013
Prov. Jawa Barat,Kab. Cianjur,Kec. Sukanagara,020709,11656,5881,5775,585,324,261,852,424,428,0,0,0,0,0,0,700,402,298,0,0,0,1104,487,617,729,357,372,74,42,32,5960,3027,2933,1652,818,834
Prov. Jawa Barat,Kab. Cianjur,Kec. Naringgul,020704,11017,5672,5345,310,160,150,502,241,261,0,0,0,405,207,198,1223,700,523,0,0,0,638,272,366,573,300,273,0,0,0,5122,2660,2462,2244,1132,1112
Prov. Jawa Barat,Kab. Cianjur,Kec. Cijati,020729,9697,4983,4714,99,57,42,1095,580,515,0,0,0,196,93,103,1535,817,718,0,0,0,408,219,189,1284,622,662,0,0,0,3003,1528,1475,2077,1067,1010
Prov. Jawa Barat,Kab. Cianjur,Kec. Tanggeung,020706,9150,4848,4302,31,19,12,786,404,382,0,0,0,531,284,247,1095,634,461,0,0,0,0,0,0,1152,663,489,0,0,0,4441,2250,2191,1114,594,520
Prov. Jawa Barat,Kab. Cianjur,Kec. Agrabinta,020701,8770,4586,4184,114,61,53,1166,570,596,0,0,0,117,52,65,1085,630,455,0,0,0,492,261,231,262,160,102,0,0,0,4221,2193,2028,1313,659,654
Prov. Jawa Barat,Kab. Cianjur,Kec. Cikadu,020727,8556,4339,4217,148,83,65,781,376,405,0,0,0,86,41,45,879,450,429,0,0,0,434,208,226,336,176,160,0,0,0,4226,2166,2060,1666,839,827
Prov. Jawa Barat,Kab. Cianjur,Kec. Pasirkuda,020733,7824,4019,3805,82,50,32,1219,601,618,0,0,0,69,32,37,765,431,334,0,0,0,582,309,273,409,209,200,0,0,0,3742,1893,1849,956,494,462
Prov. Jawa Barat,Kab. Cianjur,Kec. Leles,020728,7774,4075,3699,0,0,0,933,492,441,0,0,0,106,49,57,1215,712,503,0,0,0,467,240,227,823,444,379,0,0,0,3249,1660,1589,981,478,503
Prov. Jawa Barat,Kab. Cianjur,Kec. Campaka Mulya,020726,4204,2190,2014,37,17,20,623,303,320,0,0,0,210,104,106,406,236,170,0,0,0,0,0,0,150,89,61,0,0,0,2180,1128,1052,598,313,285
Prov. Jawa Barat,Kab. Garut,Kec. Tarogong Kidul,021140,35963,17868,18095,2080,1117,963,1529,776,753,46,23,23,100,52,48,1355,729,626,0,0,0,4810,2119,2691,8277,3827,4450,682,429,253,10798,5534,5264,6286,3262,3024
Prov. Jawa Barat,Kab. Garut,Kec. Garut Kota,021119,31769,16153,15616,1442,743,699,931,484,447,0,0,0,118,66,52,1163,670,493,0,0,0,2368,1123,1245,1296,729,567,50,31,19,15882,8151,7731,8519,4156,4363
Prov. Jawa Barat,Kab. Garut,Kec. Cilawu,021114,28820,14892,13928,881,464,417,2185,1122,1063,0,0,0,267,140,127,5608,3010,2598,0,0,0,1592,657,935,2852,1557,1295,36,22,14,10961,5646,5315,4438,2274,2164
Prov. Jawa Barat,Kab. Garut,Kec. Malangbong,021131,27703,14240,13463,1620,839,781,2270,1170,1100,0,0,0,281,155,126,745,401,344,0,0,0,2446,1005,1441,2122,1324,798,82,48,34,13765,7058,6707,4372,2240,2132
Prov. Jawa Barat,Kab. Garut,Kec. Karangpawitan,021120,27426,14249,13177,1693,918,775,1868,972,896,0,0,0,146,80,66,1488,748,740,0,0,0,1698,688,1010,3699,2140,1559,169,101,68,12085,6175,5910,4580,2427,2153
Prov. Jawa Barat,Kab. Garut,Kec. Bayongbong,021115,23813,11967,11846,923,460,463,1355,703,652,0,0,0,35,18,17,781,423,358,0,0,0,1912,697,1215,3741,1905,1836,98,63,35,10723,5516,5207,4245,2182,2063
Prov. Jawa Barat,Kab. Garut,Kec. Blubur Limbangan,021129,22726,11441,11285,503,271,232,1450,785,665,0,0,0,74,30,44,1282,647,635,0,0,0,2425,1029,1396,4532,2332,2200,109,64,45,8126,4145,3981,4225,2138,2087
Prov. Jawa Barat,Kab. Garut,Kec. Samarang,021117,22333,11114,11219,762,388,374,2048,1078,970,0,0,0,0,0,0,2032,1121,911,0,0,0,1599,631,968,2403,1133,1270,67,45,22,8916,4486,4430,4506,2232,2274
Prov. Jawa Barat,Kab. Garut,Kec. Tarogong Kaler,021139,21942,12054,9888,1190,600,590,893,451,442,118,72,46,166,77,89,1418,746,672,0,0,0,377,206,171,3773,2667,1106,28,14,14,10162,5255,4907,3817,1966,1851
Prov. Jawa Barat,Kab. Garut,Kec. Cisurupan,021116,21529,11147,10382,1025,518,507,1767,905,862,0,0,0,275,135,140,1255,770,485,75,33,42,2118,989,1129,954,537,417,96,54,42,11164,5742,5422,2800,1464,1336
Prov. Jawa Barat,Kab. Garut,Kec. Cikajang,021112,20251,10400,9851,842,430,412,973,508,465,0,0,0,123,66,57,702,371,331,0,0,0,2165,1043,1122,823,445,378,38,21,17,10861,5644,5217,3724,1872,1852
Prov. Jawa Barat,Kab. Garut,Kec. Leles,021124,19101,9716,9385,1156,624,532,728,358,370,0,0,0,0,0,0,691,363,328,0,0,0,2147,851,1296,1750,1093,657,75,43,32,9497,4875,4622,3057,1509,1548
Prov. Jawa Barat,Kab. Garut,Kec. Banyuresmi,021123,18574,9410,9164,1312,683,629,1440,775,665,0,0,0,48,26,22,686,405,281,0,0,0,1732,750,982,749,383,366,54,31,23,9111,4687,4424,3442,1670,1772
Prov. Jawa Barat,Kab. Garut,Kec. Kadungora,021128,18495,9606,8889,1001,507,494,561,261,300,0,0,0,0,0,0,626,366,260,0,0,0,1358,746,612,2027,1064,963,120,73,47,8784,4513,4271,4018,2076,1942
Prov. Jawa Barat,Kab. Garut,Kec. Pakenjeng,021105,17152,8853,8299,388,190,198,2142,1105,1037,0,0,0,556,287,269,2519,1383,1136,0,0,0,1629,781,848,607,326,281,0,0,0,6582,3372,3210,2729,1409,1320
Prov. Jawa Barat,Kab. Garut,Kec. Cibatu,021126,16414,8449,7965,1000,513,487,1060,557,503,0,0,0,524,270,254,842,474,368,0,0,0,2082,919,1163,628,425,203,59,35,24,7675,3949,3726,2544,1307,1237
Prov. Jawa Barat,Kab. Garut,Kec. Bungbulang,021103,16165,8405,7760,709,366,343,1811,954,857,19,10,9,474,218,256,1498,814,684,0,0,0,2248,1083,1165,540,336,204,47,24,23,6336,3304,3032,2483,1296,1187
Prov. Jawa Barat,Kab. Garut,Kec. Pasirwangi,021136,14871,7631,7240,520,267,253,1499,732,767,0,0,0,129,60,69,1114,607,507,0,0,0,596,296,300,1313,702,611,48,34,14,7241,3699,3542,2411,1234,1177
Prov. Jawa Barat,Kab. Garut,Kec. Sukawening,021122,12319,6204,6115,663,385,278,1244,638,606,0,0,0,79,36,43,12,10,2,0,0,0,1862,835,1027,859,431,428,60,39,21,5545,2820,2725,1995,1010,985
Prov. Jawa Barat,Kab. Garut,Kec. Cisompet,021109,11564,5990,5574,267,138,129,1218,675,543,0,0,0,253,129,124,613,319,294,0,0,0,1336,637,699,366,207,159,0,0,0,5515,2857,2658,1996,1028,968
Prov. Jawa Barat,Kab. Garut,Kec. Banjarwangi,021113,11183,5720,5463,208,111,97,1585,807,778,0,0,0,75,37,38,472,234,238,0,0,0,932,487,445,546,317,229,0,0,0,5436,2774,2662,1929,953,976
Prov. Jawa Barat,Kab. Garut,Kec. Selaawi,021130,10242,5362,4880,191,100,91,863,475,388,0,0,0,96,53,43,510,303,207,0,0,0,224,109,115,1776,889,887,66,38,28,4292,2250,2042,2224,1145,1079
Prov. Jawa Barat,Kab. Garut,Kec. Cikelet,021106,10168,5391,4777,294,154,140,1641,850,791,0,0,0,91,51,40,1161,630,531,0,0,0,278,138,140,932,551,381,0,0,0,4496,2352,2144,1275,665,610
Prov. Jawa Barat,Kab. Garut,Kec. Cibalong,021108,9942,5068,4874,271,143,128,965,498,467,45,27,18,172,101,71,827,437,390,0,0,0,884,425,459,407,155,252,0,0,0,4897,2520,2377,1474,762,712
Prov. Jawa Barat,Kab. Garut,Kec. Pameungpeuk,021107,9906,5067,4839,220,110,110,1255,652,603,0,0,0,125,67,58,525,306,219,0,0,0,1491,665,826,119,64,55,62,34,28,4318,2259,2059,1791,910,881
Prov. Jawa Barat,Kab. Garut,Kec. Cigedug,021141,9843,5007,4836,352,189,163,1109,562,547,0,0,0,0,0,0,706,395,311,0,0,0,1025,517,508,123,57,66,0,0,0,4621,2336,2285,1907,951,956
Prov. Jawa Barat,Kab. Garut,Kec. Wanaraja,021121,9800,5034,4766,299,154,145,912,447,465,0,0,0,0,0,0,459,229,230,0,0,0,1131,577,554,7,6,1,77,44,33,5284,2706,2578,1631,871,760
Prov. Jawa Barat,Kab. Garut,Kec. Leuwigoong,021125,9704,4835,4869,318,153,165,914,451,463,14,6,8,0,0,0,356,185,171,0,0,0,1390,557,833,101,63,38,52,35,17,4933,2571,2362,1626,814,812
Prov. Jawa Barat,Kab. Garut,Kec. Caringin,021133,8961,4555,4406,614,316,298,1332,691,641,0,0,0,124,53,71,817,427,390,0,0,0,951,491,460,77,40,37,0,0,0,3828,1948,1880,1218,589,629
Prov. Jawa Barat,Kab. Garut,Kec. Kersamanah,021138,8883,4467,4416,295,158,137,873,427,446,0,0,0,197,117,80,0,0,0,0,0,0,978,492,486,419,217,202,90,58,32,3698,1852,1846,2333,1146,1187
Prov. Jawa Barat,Kab. Garut,Kec. Sukaresmi,021135,8820,4609,4211,290,143,147,934,450,484,0,0,0,267,129,138,517,329,188,0,0,0,816,392,424,434,262,172,0,0,0,4012,2075,1937,1550,829,721
Prov. Jawa Barat,Kab. Garut,Kec. Singajaya,021111,8558,4353,4205,132,67,65,1225,621,604,0,0,0,0,0,0,290,138,152,0,0,0,837,363,474,348,196,152,32,18,14,4708,2425,2283,986,525,461
Prov. Jawa Barat,Kab. Garut,Kec. Mekarmukti,021132,7887,4079,3808,301,152,149,1696,883,813,61,33,28,126,69,57,1200,677,523,0,0,0,478,242,236,835,430,405,17,12,5,2292,1134,1158,881,447,434
Prov. Jawa Barat,Kab. Garut,Kec. Cibiuk,021127,7162,3687,3475,586,320,266,506,267,239,0,0,0,0,0,0,337,232,105,0,0,0,432,192,240,592,292,300,31,13,18,3291,1660,1631,1387,711,676
Prov. Jawa Barat,Kab. Garut,Kec. Sucinaraja,021142,6431,3305,3126,386,213,173,442,214,228,0,0,0,139,71,68,409,229,180,0,0,0,786,376,410,617,371,246,0,0,0,3046,1548,1498,606,283,323
Prov. Jawa Barat,Kab. Garut,Kec. Cisewu,021102,6394,3304,3090,468,251,217,370,201,169,57,32,25,500,259,241,418,230,188,0,0,0,683,310,373,423,259,164,0,0,0,2706,1396,1310,769,366,403
Prov. Jawa Barat,Kab. Garut,Kec. Pangatikan,021143,6354,3288,3066,360,179,181,486,239,247,0,0,0,58,31,27,195,123,72,0,0,0,65,31,34,0,0,0,0,0,0,4170,2123,2047,1020,562,458
Prov. Jawa Barat,Kab. Garut,Kec. Peundeuy,021110,6322,3245,3077,67,41,26,1679,853,826,0,0,0,35,22,13,322,199,123,0,0,0,452,231,221,548,291,257,0,0,0,2542,1276,1266,677,332,345
Prov. Jawa Barat,Kab. Garut,Kec. Talegong,021101,5095,2635,2460,279,145,134,430,243,187,0,0,0,25,12,13,126,65,61,0,0,0,564,269,295,132,59,73,0,0,0,2544,1330,1214,995,512,483
Prov. Jawa Barat,Kab. Garut,Kec. Karangtengah,021137,4747,2525,2222,278,144,134,374,200,174,0,0,0,87,42,45,0,0,0,0,0,0,349,183,166,258,132,126,33,17,16,2053,1072,981,1315,735,580
Prov. Jawa Barat,Kab. Garut,Kec. Cihurip,021134,4267,2291,1976,18,9,9,951,530,421,0,0,0,0,0,0,507,281,226,0,0,0,551,280,271,0,0,0,0,0,0,1678,890,788,562,301,261
Prov. Jawa Barat,Kab. Garut,Kec. Pamulihan,021104,4197,2235,1962,296,149,147,237,130,107,0,0,0,53,29,24,648,393,255,0,0,0,0,0,0,321,194,127,0,0,0,1926,976,950,716,364,352
Prov. Jawa Barat,Kota Bandung,Kec. Lengkong,026007,30868,15737,15131,1110,590,520,428,216,212,0,0,0,327,167,160,1972,1049,923,0,0,0,5709,2704,3005,8702,4669,4033,44,30,14,8003,4054,3949,4573,2258,2315
Prov. Jawa Barat,Kota Bandung,Kec. Coblong,026023,26310,13523,12787,985,497,488,659,334,325,82,41,41,296,158,138,1111,584,527,0,0,0,7199,3328,3871,1132,843,289,152,81,71,8803,4574,4229,5891,3083,2808
Prov. Jawa Barat,Kota Bandung,Kec. Cicendo,026019,25954,13544,12410,993,526,467,398,209,189,0,0,0,264,129,135,325,145,180,0,0,0,5171,2481,2690,3998,2448,1550,103,55,48,9007,4625,4382,5695,2926,2769
Prov. Jawa Barat,Kota Bandung,Kec. Andir,026018,24360,12699,11661,606,300,306,877,453,424,0,0,0,389,199,190,1424,699,725,0,0,0,5205,2511,2694,2587,1744,843,21,11,10,7267,3728,3539,5984,3054,2930
Prov. Jawa Barat,Kota Bandung,Kec. Buahbatu,026009,22543,10522,12021,804,416,388,814,392,422,218,106,112,234,118,116,323,185,138,0,0,0,1593,776,817,8344,3272,5072,119,72,47,6699,3430,3269,3395,1755,1640
Prov. Jawa Barat,Kota Bandung,Kec. Cibeunying Kidul,026021,20723,10622,10101,1082,580,502,680,361,319,59,26,33,296,129,167,1028,637,391,0,0,0,3253,1447,1806,2097,1069,1028,102,60,42,8317,4326,3991,3809,1987,1822
Prov. Jawa Barat,Kota Bandung,Kec. Kiaracondong,026015,20721,10540,10181,573,296,277,372,188,184,0,0,0,535,252,283,1324,741,583,0,0,0,3006,1363,1643,2040,1038,1002,219,142,77,9272,4761,4511,3380,1759,1621
Prov. Jawa Barat,Kota Bandung,Kec. Regol,026006,20225,10127,10098,491,251,240,413,239,174,0,0,0,391,182,209,430,233,197,0,0,0,3132,1522,1610,1947,898,1049,63,43,20,7602,3932,3670,5756,2827,2929
Prov. Jawa Barat,Kota Bandung,Kec. Bandung Kulon,026001,19620,10490,9130,959,497,462,1035,581,454,0,0,0,275,148,127,2484,1524,960,0,0,0,882,404,478,791,631,160,76,60,16,10371,5246,5125,2747,1399,1348
Prov. Jawa Barat,Kota Bandung,Kec. Bandung Wetan,026020,19530,10276,9254,709,359,350,311,171,140,0,0,0,177,83,94,556,286,270,0,0,0,4629,2257,2372,2054,1521,533,0,0,0,5479,2789,2690,5615,2810,2805
Prov. Jawa Barat,Kota Bandung,Kec. Babakan Ciparay,026002,19224,10153,9071,676,356,320,1126,576,550,0,0,0,131,68,63,0,0,0,2646,1727,919,1166,496,670,0,0,0,142,93,49,9620,4946,4674,3717,1891,1826
Prov. Jawa Barat,Kota Bandung,Kec. Sukasari,026025,18005,9059,8946,987,519,468,573,293,280,0,0,0,401,201,200,1373,753,620,0,0,0,3133,1439,1694,342,212,130,25,23,2,6999,3620,3379,4172,1999,2173
Prov. Jawa Barat,Kota Bandung,Kec. Cibiru,026011,16861,8953,7908,518,290,228,1132,568,564,0,0,0,248,116,132,1743,1094,649,0,0,0,2940,1539,1401,630,384,246,105,62,43,7492,3792,3700,2053,1108,945
Prov. Jawa Barat,Kota Bandung,Kec. Arcamanik,026013,16119,8577,7542,1141,584,557,578,299,279,0,0,0,238,118,120,371,215,156,0,0,0,656,323,333,1181,902,279,0,0,0,9164,4747,4417,2790,1389,1401
Prov. Jawa Barat,Kota Bandung,Kec. Ujungberung,026012,15760,7945,7815,944,505,439,938,491,447,0,0,0,355,200,155,1261,744,517,0,0,0,2314,969,1345,127,67,60,15,8,7,5827,2970,2857,3979,1991,1988
Prov. Jawa Barat,Kota Bandung,Kec. Sumur Bandung,026017,15596,7051,8545,542,267,275,96,44,52,0,0,0,122,59,63,134,81,53,0,0,0,3584,1623,1961,2148,566,1582,138,73,65,5470,2700,2770,3362,1638,1724
Prov. Jawa Barat,Kota Bandung,Kec. Rancasari,026010,15250,7771,7479,911,471,440,519,243,276,85,50,35,252,134,118,1741,773,968,0,0,0,1352,629,723,865,546,319,167,118,49,6628,3422,3206,2730,1385,1345
Prov. Jawa Barat,Kota Bandung,Kec. Batununggal,026016,14228,7508,6720,605,299,306,806,378,428,0,0,0,209,104,105,203,86,117,0,0,0,329,181,148,1260,972,288,49,29,20,6988,3613,3375,3779,1846,1933
Prov. Jawa Barat,Kota Bandung,Kec. Antapani,026031,13830,7126,6704,691,355,336,641,344,297,0,0,0,417,235,182,1228,643,585,0,0,0,1163,511,652,50,24,26,142,93,49,6832,3544,3288,2666,1377,1289
Prov. Jawa Barat,Kota Bandung,Kec. Cibeunying Kaler,026022,13825,7190,6635,608,308,300,320,154,166,0,0,0,181,96,85,564,352,212,0,0,0,967,438,529,3163,1773,1390,0,0,0,5207,2639,2568,2815,1430,1385
Prov. Jawa Barat,Kota Bandung,Kec. Mandalajati,026030,13339,7103,6236,460,248,212,526,280,246,6,3,3,257,126,131,1987,1168,819,0,0,0,521,250,271,1207,724,483,0,0,0,5843,3040,2803,2532,1264,1268
Prov. Jawa Barat,Kota Bandung,Kec. Bojong Loa Kidul,026004,12897,6746,6151,547,284,263,582,304,278,0,0,0,39,20,19,0,0,0,0,0,0,977,474,503,858,521,337,59,39,20,7198,3745,3453,2637,1359,1278
Prov. Jawa Barat,Kota Bandung,Kec. Sukajadi,026024,12893,6697,6196,376,180,196,406,220,186,0,0,0,354,173,181,740,492,248,0,0,0,845,400,445,424,204,220,132,80,52,7698,3963,3735,1918,985,933
Prov. Jawa Barat,Kota Bandung,Kec. Bojong Loa Kaler,026003,12449,6310,6139,531,270,261,405,209,196,0,0,0,321,147,174,251,165,86,0,0,0,1924,975,949,1042,439,603,41,28,13,4787,2495,2292,3147,1582,1565
Prov. Jawa Barat,Kota Bandung,Kec. Astanaanyar,026005,11617,5742,5875,514,235,279,215,98,117,0,0,0,59,39,20,132,101,31,0,0,0,287,132,155,1534,543,991,38,28,10,7226,3740,3486,1612,826,786
Prov. Jawa Barat,Kota Bandung,Kec. Gedebage,026027,11029,6466,4563,428,232,196,422,223,199,0,0,0,167,88,79,382,197,185,0,0,0,1745,840,905,2662,2195,467,0,0,0,3120,1608,1512,2103,1083,1020
Prov. Jawa Barat,Kota Bandung,Kec. Panyileukan,026028,9573,4726,4847,434,211,223,329,170,159,20,9,11,148,73,75,639,399,240,0,0,0,566,288,278,563,59,504,42,24,18,4155,2145,2010,2677,1348,1329
Prov. Jawa Barat,Kota Bandung,Kec. Cidadap,026026,6760,3549,3211,379,206,173,444,219,225,0,0,0,47,23,24,61,31,30,0,0,0,461,240,221,48,22,26,0,0,0,3979,2081,1898,1341,727,614
Prov. Jawa Barat,Kota Bandung,Kec. Bandung Kidul,026008,6418,3352,3066,544,298,246,145,81,64,0,0,0,542,285,257,111,56,55,0,0,0,138,72,66,0,0,0,30,24,6,3534,1828,1706,1374,708,666
