provinsi,kabkota,nama,kode_wilayah,total_pd,total_pd_laki,total_pd_perempuan,tk_pd,tk_pd_laki,tk_pd_perempuan,kb_pd,kb_pd_laki,kb_pd_perempuan,tpa_pd,tpa_pd_laki,tpa_pd_perempuan,sps_pd,sps_pd_laki,sps_pd_perempuan,pkbm_pd,pkbm_pd_laki,pkbm_pd_perempuan,skb_pd,skb_pd_laki,skb_pd_perempuan,sma_pd,sma_pd_laki,sma_pd_perempuan,smk_pd,smk_pd_laki,smk_pd_perempuan,slb_pd,slb_pd_laki,slb_pd_perempuan,sd_pd,sd_pd_laki,sd_pd_perempuan,smp_pd,smp_pd_laki,smp_pd_perempuan
Prov. Gorontalo,Kab. Gorontalo Utara,Kec. Tomilito,300507,1500,786,714,127,57,70,113,60,53,0,0,0,0,0,0,149,89,60,0,0,0,0,0,0,89,51,38,0,0,0,765,406,359,257,123,134
Prov. Gorontalo,Kab. Gorontalo Utara,Kec. Biau,300511,1328,675,653,78,41,37,118,75,43,0,0,0,0,0,0,0,0,0,0,0,0,216,97,119,0,0,0,0,0,0,657,332,325,259,130,129
Prov. Gorontalo,Kab. Gorontalo Utara,Kec. Monano,300509,1060,513,547,161,82,79,59,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,318,316,206,84,122
Prov. Gorontalo,Kab. Gorontalo Utara,Kec. Ponelo Kepulauan,300508,852,418,434,94,45,49,52,31,21,0,0,0,0,0,0,0,0,0,0,0,0,93,39,54,0,0,0,0,0,0,426,211,215,187,92,95
Prov. Papua,Kab. Jayapura,Kec. Sentani,250123,21616,11078,10538,1254,634,620,525,262,263,0,0,0,99,56,43,1969,1132,837,0,0,0,3655,1836,1819,846,313,533,0,0,0,8746,4525,4221,4522,2320,2202
Prov. Papua,Kab. Jayapura,Kec. Waibu,250128,4481,2385,2096,287,144,143,200,115,85,0,0,0,0,0,0,249,144,105,0,0,0,485,270,215,260,168,92,0,0,0,2332,1219,1113,668,325,343
Prov. Papua,Kab. Jayapura,Kec. Sentani Timur,250124,4279,2391,1888,43,24,19,206,87,119,0,0,0,0,0,0,208,106,102,0,0,0,558,258,300,1207,856,351,0,0,0,1254,632,622,803,428,375
Prov. Papua,Kab. Jayapura,Kec. Kaureh,250108,2182,1143,1039,91,59,32,32,20,12,0,0,0,0,0,0,0,0,0,0,0,0,80,50,30,0,0,0,0,0,0,1481,775,706,498,239,259
Prov. Papua,Kab. Jayapura,Kec. Kemtuk Gresi,250115,1905,1005,900,0,0,0,114,64,50,0,0,0,0,0,0,369,194,175,0,0,0,230,122,108,0,0,0,0,0,0,772,404,368,420,221,199
Prov. Papua,Kab. Jayapura,Kec. Yapsi,250126,1880,972,908,78,36,42,96,45,51,0,0,0,0,0,0,185,101,84,0,0,0,90,41,49,156,98,58,0,0,0,879,465,414,396,186,210
Prov. Papua,Kab. Jayapura,Kec. Sentani Barat,250122,1696,953,743,124,75,49,68,38,30,0,0,0,0,0,0,0,0,0,0,0,0,319,202,117,0,0,0,0,0,0,781,415,366,404,223,181
Prov. Papua,Kab. Jayapura,Kec. Nimbokrang,250117,1547,803,744,100,55,45,72,42,30,0,0,0,17,10,7,0,0,0,0,0,0,290,172,118,0,0,0,0,0,0,631,310,321,437,214,223
Prov. Papua,Kab. Jayapura,Kec. Nimboran,250116,1437,737,700,53,23,30,17,10,7,0,0,0,0,0,0,110,63,47,0,0,0,467,215,252,104,62,42,0,0,0,523,288,235,163,76,87
Prov. Papua,Kab. Jayapura,Kec. Depapre,250121,1353,719,634,0,0,0,0,0,0,0,0,0,0,0,0,83,46,37,0,0,0,0,0,0,160,79,81,0,0,0,678,388,290,432,206,226
Prov. Papua,Kab. Jayapura,Kec. Demta,250120,1350,724,626,23,9,14,0,0,0,0,0,0,0,0,0,427,253,174,0,0,0,165,82,83,0,0,0,0,0,0,500,255,245,235,125,110
Prov. Papua,Kab. Jayapura,Kec. Kemtuk,250114,1021,521,500,0,0,0,108,51,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,345,317,251,125,126
Prov. Papua,Kab. Jayapura,Kec. Ebungfau,250129,773,392,381,34,22,12,165,85,80,0,0,0,0,0,0,71,29,42,0,0,0,0,0,0,0,0,0,0,0,0,388,194,194,115,62,53
Prov. Papua,Kab. Jayapura,Kec. Namblong,250127,746,386,360,71,43,28,102,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,210,205,158,81,77
Prov. Papua,Kab. Jayapura,Kec. Unurum Guay,250118,678,359,319,0,0,0,56,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,250,207,165,86,79
Prov. Papua,Kab. Jayapura,Kec. Yokari,250130,568,291,277,0,0,0,145,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,187,176,60,32,28
Prov. Papua,Kab. Jayapura,Kec. Airu,250125,394,208,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,193,159,42,15,27
Prov. Papua,Kab. Jayapura,Kec. Ravenirara,250131,290,146,144,0,0,0,26,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,129,107,28,9,19
Prov. Papua,Kab. Jayapura,Kec. Gresi Selatan,250132,91,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,40,42,9,5,4
Prov. Papua,Kab. Biak Numfor,Kec. Biak Kota,250205,12572,6571,6001,415,208,207,117,53,64,30,17,13,227,112,115,63,36,27,0,0,0,2569,1294,1275,926,639,287,35,24,11,5317,2798,2519,2873,1390,1483
Prov. Papua,Kab. Biak Numfor,Kec. Samofa,250206,8600,4363,4237,359,178,181,167,91,76,0,0,0,214,101,113,408,260,148,118,68,50,885,442,443,875,355,520,57,36,21,3790,1963,1827,1727,869,858
Prov. Papua,Kab. Biak Numfor,Kec. Biak Utara,250208,2559,1317,1242,0,0,0,30,15,15,0,0,0,78,34,44,142,91,51,0,0,0,577,303,274,0,0,0,0,0,0,1158,586,572,574,288,286
Prov. Papua,Kab. Biak Numfor,Kec. Biak Barat,250210,2079,1139,940,0,0,0,37,19,18,0,0,0,0,0,0,136,82,54,0,0,0,435,222,213,110,80,30,0,0,0,886,474,412,475,262,213
Prov. Papua,Kab. Biak Numfor,Kec. Biak Timur,250204,1916,1016,900,48,30,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,35,45,253,150,103,0,0,0,1039,567,472,495,233,262
Prov. Papua,Kab. Biak Numfor,Kec. Yendidori,250207,1789,926,863,0,0,0,0,0,0,0,0,0,42,29,13,112,66,46,0,0,0,208,105,103,0,0,0,0,0,0,986,520,466,441,206,235
Prov. Papua,Kab. Biak Numfor,Kec. Warsa,250209,1676,879,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,204,203,0,0,0,0,0,0,862,472,390,407,203,204
Prov. Papua,Kab. Biak Numfor,Kec. Swandiwe,250211,1513,803,710,0,0,0,88,46,42,0,0,0,18,10,8,120,71,49,0,0,0,153,71,82,0,0,0,0,0,0,785,430,355,349,175,174
Prov. Papua,Kab. Biak Numfor,Kec. Oridek,250216,1499,792,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,122,131,0,0,0,0,0,0,822,435,387,424,235,189
Prov. Papua,Kab. Biak Numfor,Kec. Bruyandori,250213,1030,554,476,0,0,0,35,21,14,0,0,0,0,0,0,0,0,0,0,0,0,244,134,110,0,0,0,0,0,0,481,251,230,270,148,122
Prov. Papua,Kab. Biak Numfor,Kec. Andey,250217,929,487,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,347,312,270,140,130
Prov. Papua,Kab. Biak Numfor,Kec. Numfor Barat,250201,835,429,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,134,152,0,0,0,0,0,0,281,135,146,268,160,108
Prov. Papua,Kab. Biak Numfor,Kec. Yawosi,250218,618,322,296,0,0,0,0,0,0,0,0,0,43,24,19,0,0,0,0,0,0,52,26,26,0,0,0,0,0,0,314,168,146,209,104,105
Prov. Papua,Kab. Biak Numfor,Kec. Padaido,250203,598,313,285,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,38,31,0,0,0,0,0,0,381,195,186,130,73,57
Prov. Papua,Kab. Biak Numfor,Kec. Orkeri,250212,571,322,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,250,184,137,72,65
